CHROM	startWindow	endWindow	statistic	value	scaled_value	q10	outlier
I	25002	35001	theta_Watterson	13.3544499784824	-0.414005032293649	106.043791321001	not
I	26002	36001	theta_Watterson	12.8838464183151	-0.44312602061595	106.043791321001	not
I	27002	37001	theta_Watterson	13.3544499784824	-0.414005032293649	106.043791321001	not
I	28002	38001	theta_Watterson	12.2563750047587	-0.481954005045683	106.043791321001	not
I	29002	39001	theta_Watterson	12.0986794970486	-0.491712216472888	106.043791321001	not
I	30002	40001	theta_Watterson	15.2361113954137	-0.297567663801354	106.043791321001	not
I	31002	41001	theta_Watterson	15.078415581267	-0.307325894190877	106.043791321001	not
I	32002	42001	theta_Watterson	18.2158474796322	-0.113181341519343	106.043791321001	not
I	33002	43001	theta_Watterson	17.1175480141584	-0.181144205839971	106.043791321001	not
I	34002	44001	theta_Watterson	17.8830849475229	-0.133772715303705	106.043791321001	not
I	35002	45001	theta_Watterson	18.6674242144683	-0.0852377347665374	106.043791321001	not
I	36002	46001	theta_Watterson	19.138102605219	-0.0561121159213727	106.043791321001	not
I	37002	47001	theta_Watterson	18.3537633382735	-0.10464709645854	106.043791321001	not
I	38002	48001	theta_Watterson	19.6087061653862	-0.0269911275990722	106.043791321001	not
I	39002	49001	theta_Watterson	20.0796093477831	0.00214840137227362	106.043791321001	not
I	40002	50001	theta_Watterson	17.7265167163633	-0.143461170762093	106.043791321001	not
I	41002	51001	theta_Watterson	17.4131551625022	-0.162852010362637	106.043791321001	not
I	42002	52001	theta_Watterson	14.1188554107479	-0.366703559141604	106.043791321001	not
I	43002	53001	theta_Watterson	14.1190053718107	-0.366694279538287	106.043791321001	not
I	44002	54001	theta_Watterson	13.1777982514762	-0.424936256182888	106.043791321001	not
I	45002	55001	theta_Watterson	11.9228554243635	-0.502592225042356	106.043791321001	not
I	46002	56001	theta_Watterson	11.4587829944339	-0.531309066470151	106.043791321001	not
I	47002	57001	theta_Watterson	13.9695055440956	-0.375945341590452	106.043791321001	not
I	48002	58001	theta_Watterson	15.2244483712083	-0.298289372730984	106.043791321001	not
I	49002	59001	theta_Watterson	16.1666538226427	-0.239985619273027	106.043791321001	not
I	50002	60001	theta_Watterson	16.63725738281	-0.210864630950727	106.043791321001	not
I	51002	61001	theta_Watterson	16.4800153765039	-0.220594779672483	106.043791321001	not
I	52002	62001	theta_Watterson	19.3037115680909	-0.0458642192158164	106.043791321001	not
I	53002	63001	theta_Watterson	20.0879008739735	0.00266148171803445	106.043791321001	not
I	54002	64001	theta_Watterson	19.3038609293617	-0.045854976727675	106.043791321001	not
I	55002	65001	theta_Watterson	20.8725394632526	0.0512149843466595	106.043791321001	not
I	56002	66001	theta_Watterson	22.7483477431005	0.167290160218491	106.043791321001	not
I	57002	67001	theta_Watterson	22.9063418688112	0.177066850152963	106.043791321001	not
I	58002	68001	theta_Watterson	23.847773480896	0.235322718366157	106.043791321001	not
I	59002	69001	theta_Watterson	23.2190789445936	0.196419046996886	106.043791321001	not
I	60002	70001	theta_Watterson	23.0622110912045	0.186712050889453	106.043791321001	not
I	61002	71001	theta_Watterson	23.2193800749562	0.196437680969334	106.043791321001	not
I	62002	72001	theta_Watterson	21.4937588570928	0.0896560932647011	106.043791321001	not
I	63002	73001	theta_Watterson	21.6506267104819	0.0993630893721348	106.043791321001	not
I	64002	74001	theta_Watterson	22.5919840917752	0.157614364177639	106.043791321001	not
I	65002	75001	theta_Watterson	21.0238357460927	0.0605772111947294	106.043791321001	not
I	66002	76001	theta_Watterson	19.1414215054237	-0.0559067420944719	106.043791321001	not
I	67002	77001	theta_Watterson	17.8846651717199	-0.133674930896013	106.043791321001	not
I	68002	78001	theta_Watterson	16.1621516129686	-0.240264216390523	106.043791321001	not
I	69002	79001	theta_Watterson	14.7503409324668	-0.327627181357424	106.043791321001	not
I	70002	80001	theta_Watterson	15.2238181451987	-0.298328371170051	106.043791321001	not
I	71002	81001	theta_Watterson	16.1650240572962	-0.240086469291265	106.043791321001	not
I	72002	82001	theta_Watterson	16.6368324826641	-0.210890923807889	106.043791321001	not
I	73002	83001	theta_Watterson	16.6371327068433	-0.210872345910149	106.043791321001	not
I	74002	84001	theta_Watterson	15.6954760032164	-0.269142142807111	106.043791321001	not
I	75002	85001	theta_Watterson	16.0086815217862	-0.249760958683669	106.043791321001	not
I	76002	86001	theta_Watterson	15.694945815008	-0.269174950898536	106.043791321001	not
I	77002	87001	theta_Watterson	14.5967211801176	-0.337133184696299	106.043791321001	not
I	78002	88001	theta_Watterson	13.6524067005669	-0.395567444993434	106.043791321001	not
I	79002	89001	theta_Watterson	14.9075746192218	-0.317897547450198	106.043791321001	not
I	80002	90001	theta_Watterson	13.3363971854751	-0.415122140660108	106.043791321001	not
I	81002	91001	theta_Watterson	12.7086258497932	-0.453968684296475	106.043791321001	not
I	82002	92001	theta_Watterson	12.080099532099	-0.492861946283967	106.043791321001	not
I	83002	93001	theta_Watterson	11.2954600409744	-0.541415504718875	106.043791321001	not
I	84002	94001	theta_Watterson	12.0797993079198	-0.492880524181708	106.043791321001	not
I	85002	95001	theta_Watterson	12.8641385748652	-0.44434554364454	106.043791321001	not
I	86002	96001	theta_Watterson	12.8641385748652	-0.44434554364454	106.043791321001	not
I	87002	97001	theta_Watterson	13.3347421350325	-0.41522455532224	106.043791321001	not
I	88002	98001	theta_Watterson	13.650190102866	-0.395704608247662	106.043791321001	not
I	89002	99001	theta_Watterson	12.5518152070169	-0.463672140206329	106.043791321001	not
I	90002	100001	theta_Watterson	13.6495154280315	-0.395746357183793	106.043791321001	not
I	91002	101001	theta_Watterson	12.8651761610861	-0.44428133772096	106.043791321001	not
I	92002	102001	theta_Watterson	13.0221188450586	-0.434569711090662	106.043791321001	not
I	93002	103001	theta_Watterson	12.8653258222529	-0.444272076675231	106.043791321001	not
I	94002	104001	theta_Watterson	12.2380798022924	-0.483086113730089	106.043791321001	not
I	95002	105001	theta_Watterson	10.9852045378766	-0.560614141634048	106.043791321001	not
I	96002	106001	theta_Watterson	11.4561852716099	-0.531469813779411	106.043791321001	not
I	97002	107001	theta_Watterson	11.7705244648824	-0.512018477768955	106.043791321001	not
I	98002	108001	theta_Watterson	12.0823979495424	-0.492719720017115	106.043791321001	not
I	99002	109001	theta_Watterson	12.8667372164879	-0.444184739479948	106.043791321001	not
I	100002	110001	theta_Watterson	12.0823979495424	-0.492719720017115	106.043791321001	not
I	101002	111001	theta_Watterson	13.3373407766552	-0.415063751157648	106.043791321001	not
I	102002	112001	theta_Watterson	13.0233802782308	-0.434491653498696	106.043791321001	not
I	103002	113001	theta_Watterson	12.238966180702	-0.483031264558727	106.043791321001	not
I	104002	114001	theta_Watterson	13.023154884635	-0.434505600873572	106.043791321001	not
I	105002	115001	theta_Watterson	13.4916908821053	-0.40551255350678	106.043791321001	not
I	106002	116001	theta_Watterson	13.8050494153175	-0.386121900824249	106.043791321001	not
I	107002	117001	theta_Watterson	13.8049761170316	-0.386126436528414	106.043791321001	not
I	108002	118001	theta_Watterson	13.1775047034753	-0.424954420958148	106.043791321001	not
I	109002	119001	theta_Watterson	12.8637689966971	-0.444368413173015	106.043791321001	not
I	110002	120001	theta_Watterson	13.3345222180311	-0.415238163804986	106.043791321001	not
I	111002	121001	theta_Watterson	13.3345222180311	-0.415238163804986	106.043791321001	not
I	112002	122001	theta_Watterson	13.650058931992	-0.3957127251125	106.043791321001	not
I	113002	123001	theta_Watterson	15.8462088794392	-0.259814779608432	106.043791321001	not
I	114002	124001	theta_Watterson	16.0030019022449	-0.250112414023863	106.043791321001	not
I	115002	125001	theta_Watterson	16.3167376090231	-0.230698421808996	106.043791321001	not
I	116002	126001	theta_Watterson	16.4736054624122	-0.220991425701563	106.043791321001	not
I	117002	127001	theta_Watterson	16.3162074208147	-0.23073122990042	106.043791321001	not
I	118002	128001	theta_Watterson	16.6299431275928	-0.211317237685554	106.043791321001	not
I	119002	129001	theta_Watterson	16.4730752742038	-0.221024233792987	106.043791321001	not
I	120002	130001	theta_Watterson	17.7278684401496	-0.143377525979248	106.043791321001	not
I	121002	131001	theta_Watterson	17.1003970265933	-0.182205510408982	106.043791321001	not
I	122002	132001	theta_Watterson	17.5692744101613	-0.153191338041436	106.043791321001	not
I	123002	133001	theta_Watterson	15.8441033775399	-0.259945068245011	106.043791321001	not
I	124002	134001	theta_Watterson	14.275424843649	-0.357015029319346	106.043791321001	not
I	125002	135001	theta_Watterson	13.8048212834817	-0.386136017641646	106.043791321001	not
I	126002	136001	theta_Watterson	13.1782514443087	-0.424908212571875	106.043791321001	not
I	127002	137001	theta_Watterson	14.2763264180323	-0.356959239819841	106.043791321001	not
I	128002	138001	theta_Watterson	14.4331942714214	-0.347252243712408	106.043791321001	not
I	129002	139001	theta_Watterson	15.5314189063118	-0.279294009914645	106.043791321001	not
I	130002	140001	theta_Watterson	15.2190635541825	-0.298622585666453	106.043791321001	not
I	131002	141001	theta_Watterson	16.1602706745171	-0.240380609021853	106.043791321001	not
I	132002	142001	theta_Watterson	16.0033279905446	-0.250092235652151	106.043791321001	not
I	133002	143001	theta_Watterson	17.4147633163878	-0.162752497663442	106.043791321001	not
I	134002	144001	theta_Watterson	18.3559704367223	-0.104510521018842	106.043791321001	not
I	135002	145001	theta_Watterson	18.9834418502787	-0.065682536589108	106.043791321001	not
I	136002	146001	theta_Watterson	20.7086886283875	0.0410758807516732	106.043791321001	not
I	137002	147001	theta_Watterson	19.4537458012748	-0.0365800881077943	106.043791321001	not
I	138002	148001	theta_Watterson	18.8262743877185	-0.0754080725375281	106.043791321001	not
I	139002	149001	theta_Watterson	18.8261247265517	-0.0754173335832571	106.043791321001	not
I	140002	150001	theta_Watterson	17.0991979846228	-0.182279707228083	106.043791321001	not
I	141002	151001	theta_Watterson	16.1579908642882	-0.240521683872684	106.043791321001	not
I	142002	152001	theta_Watterson	15.2167837439537	-0.298763660517284	106.043791321001	not
I	143002	153001	theta_Watterson	13.9619157474244	-0.376414998853887	106.043791321001	not
I	144002	154001	theta_Watterson	14.5893871609808	-0.337587014424154	106.043791321001	not
I	145002	155001	theta_Watterson	15.2168585745371	-0.29875902999442	106.043791321001	not
I	146002	156001	theta_Watterson	13.1776516109583	-0.424945330310603	106.043791321001	not
I	147002	157001	theta_Watterson	13.1776516109583	-0.424945330310603	106.043791321001	not
I	148002	158001	theta_Watterson	14.1193831451686	-0.366670902890776	106.043791321001	not
I	149002	159001	theta_Watterson	12.0801758816939	-0.492857221764546	106.043791321001	not
I	150002	160001	theta_Watterson	13.492511877917	-0.405461750216136	106.043791321001	not
I	151002	161001	theta_Watterson	13.9631154380843	-0.376340761893835	106.043791321001	not
I	152002	162001	theta_Watterson	14.4338689593143	-0.347210493968219	106.043791321001	not
I	153002	163001	theta_Watterson	14.9043976888982	-0.318094136168783	106.043791321001	not
I	154002	164001	theta_Watterson	14.7475298355091	-0.327801132276216	106.043791321001	not
I	155002	165001	theta_Watterson	13.6494548617855	-0.39575010502825	106.043791321001	not
I	156002	166001	theta_Watterson	13.3350420593158	-0.415205995982087	106.043791321001	not
I	157002	167001	theta_Watterson	14.746927570401	-0.327838400492322	106.043791321001	not
I	158002	168001	theta_Watterson	13.3351226642319	-0.415201008143024	106.043791321001	not
I	159002	169001	theta_Watterson	15.2174620743175	-0.298721685376688	106.043791321001	not
I	160002	170001	theta_Watterson	14.5894653450398	-0.33758217638793	106.043791321001	not
I	161002	171001	theta_Watterson	15.3738794425687	-0.289042565327899	106.043791321001	not
I	162002	172001	theta_Watterson	16.0012008950622	-0.250223860501482	106.043791321001	not
I	163002	173001	theta_Watterson	16.3149366018404	-0.230809868286615	106.043791321001	not
I	164002	174001	theta_Watterson	15.6874651882841	-0.269637852716348	106.043791321001	not
I	165002	175001	theta_Watterson	15.3737294815059	-0.289051844931215	106.043791321001	not
I	166002	176001	theta_Watterson	16.6286723086186	-0.211395876071748	106.043791321001	not
I	167002	177001	theta_Watterson	14.9030510907552	-0.31817746377638	106.043791321001	not
I	168002	178001	theta_Watterson	16.9424052573302	-0.191982054526275	106.043791321001	not
I	169002	179001	theta_Watterson	16.6289694726776	-0.211377487534509	106.043791321001	not
I	170002	180001	theta_Watterson	16.0014980591212	-0.250205471964243	106.043791321001	not
I	171002	181001	theta_Watterson	14.7464804014251	-0.327866071346575	106.043791321001	not
I	172002	182001	theta_Watterson	15.0602909387867	-0.308447448608843	106.043791321001	not
I	173002	183001	theta_Watterson	14.5896873786194	-0.337568436931144	106.043791321001	not
I	174002	184001	theta_Watterson	14.7465552320085	-0.32786144082371	106.043791321001	not
I	175002	185001	theta_Watterson	14.7470051173545	-0.327833601880241	106.043791321001	not
I	176002	186001	theta_Watterson	12.8645908766855	-0.444317555169442	106.043791321001	not
I	177002	187001	theta_Watterson	11.7665159029619	-0.512266527921476	106.043791321001	not
I	178002	188001	theta_Watterson	9.41289584140026	-0.657908737477873	106.043791321001	not
I	179002	189001	theta_Watterson	8.15772792274542	-0.735578635021109	106.043791321001	not
I	180002	190001	theta_Watterson	8.62840631349609	-0.706453016175944	106.043791321001	not
I	181002	191001	theta_Watterson	9.72648128721971	-0.63850404342391	106.043791321001	not
I	182002	192001	theta_Watterson	9.88364966468397	-0.628778450861148	106.043791321001	not
I	183002	193001	theta_Watterson	10.0412685337817	-0.619024981837798	106.043791321001	not
I	184002	194001	theta_Watterson	9.88462607398846	-0.628718030570355	106.043791321001	not
I	185002	195001	theta_Watterson	11.1397942990348	-0.551048114067587	106.043791321001	not
I	186002	196001	theta_Watterson	11.9252803500098	-0.502442170437149	106.043791321001	not
I	187002	197001	theta_Watterson	13.0233553237334	-0.434493197685115	106.043791321001	not
I	188002	198001	theta_Watterson	13.4939588839007	-0.405372209362815	106.043791321001	not
I	189002	199001	theta_Watterson	13.3370161999282	-0.415083835993113	106.043791321001	not
I	190002	200001	theta_Watterson	12.395884210073	-0.473321163557261	106.043791321001	not
I	191002	201001	theta_Watterson	11.2978092363494	-0.541270136309296	106.043791321001	not
I	192002	202001	theta_Watterson	9.57188749441087	-0.648070320469256	106.043791321001	not
I	193002	203001	theta_Watterson	9.25740077192403	-0.66753078560004	106.043791321001	not
I	194002	204001	theta_Watterson	8.94343967155003	-0.686958725189783	106.043791321001	not
I	195002	205001	theta_Watterson	7.84468941454676	-0.754949484528587	106.043791321001	not
I	196002	206001	theta_Watterson	7.21607121696082	-0.793848432051591	106.043791321001	not
I	197002	207001	theta_Watterson	7.05920336357174	-0.803555428159025	106.043791321001	not
I	198002	208001	theta_Watterson	7.05920336357174	-0.803555428159025	106.043791321001	not
I	199002	209001	theta_Watterson	7.84354263051718	-0.755020447621857	106.043791321001	not
I	200002	210001	theta_Watterson	8.94335096692408	-0.68696421423958	106.043791321001	not
I	201002	211001	theta_Watterson	9.10021882031317	-0.677257218132147	106.043791321001	not
I	202002	212001	theta_Watterson	9.72769023386952	-0.638429233702413	106.043791321001	not
I	203002	213001	theta_Watterson	9.88455808725861	-0.62872223759498	106.043791321001	not
I	204002	214001	theta_Watterson	11.7670471585111	-0.512233653782914	106.043791321001	not
I	205002	215001	theta_Watterson	11.610179305122	-0.521940649890347	106.043791321001	not
I	206002	216001	theta_Watterson	11.4533114517329	-0.531647645997781	106.043791321001	not
I	207002	217001	theta_Watterson	10.5121043313984	-0.589889622642381	106.043791321001	not
I	208002	218001	theta_Watterson	10.3776325139583	-0.598210750140775	106.043791321001	not
I	209002	219001	theta_Watterson	10.9705444969007	-0.561521306216295	106.043791321001	not
I	210002	220001	theta_Watterson	11.2385154032662	-0.544939243742709	106.043791321001	not
I	211002	221001	theta_Watterson	11.3020039665538	-0.541010566047538	106.043791321001	not
I	212002	222001	theta_Watterson	11.615739673332	-0.521596573832671	106.043791321001	not
I	213002	223001	theta_Watterson	11.1451361131647	-0.550717562154971	106.043791321001	not
I	214002	224001	theta_Watterson	8.63517562835589	-0.706034130396771	106.043791321001	not
I	215002	225001	theta_Watterson	7.53710065463228	-0.773983103148805	106.043791321001	not
I	216002	226001	theta_Watterson	9.10979788468204	-0.676664464814417	106.043791321001	not
I	217002	227001	theta_Watterson	11.3197644947119	-0.539911543054797	106.043791321001	not
I	218002	228001	theta_Watterson	14.7504101273468	-0.327622899572361	106.043791321001	not
I	219002	229001	theta_Watterson	14.785568202628	-0.325447314884191	106.043791321001	not
I	220002	230001	theta_Watterson	18.2805424538546	-0.109178011012935	106.043791321001	not
I	221002	231001	theta_Watterson	21.2072708143267	0.0719281888159866	106.043791321001	not
I	222002	232001	theta_Watterson	24.9738985502115	0.305007433418739	106.043791321001	not
I	223002	233001	theta_Watterson	28.4312464706391	0.518948416740494	106.043791321001	not
I	224002	234001	theta_Watterson	30.3145604863381	0.635488048185059	106.043791321001	not
I	225002	235001	theta_Watterson	32.6689273369474	0.781176469111234	106.043791321001	not
I	226002	236001	theta_Watterson	33.7702841669525	0.849328523409052	106.043791321001	not
I	227002	237001	theta_Watterson	34.8651037718922	0.917076053663906	106.043791321001	not
I	228002	238001	theta_Watterson	34.3939794422502	0.887922840082223	106.043791321001	not
I	229002	239001	theta_Watterson	35.9820740227535	0.986194267772034	106.043791321001	not
I	230002	240001	theta_Watterson	31.9035098346372	0.733812368978765	106.043791321001	not
I	231002	241001	theta_Watterson	28.2858214973211	0.509949507024938	106.043791321001	not
I	232002	242001	theta_Watterson	24.6763609371591	0.286595780621077	106.043791321001	not
I	233002	243001	theta_Watterson	21.8511479013727	0.111771357716361	106.043791321001	not
I	234002	244001	theta_Watterson	21.4103423591237	0.0844942732768071	106.043791321001	not
I	235002	245001	theta_Watterson	19.6848047601256	-0.0222821400853365	106.043791321001	not
I	236002	246001	theta_Watterson	17.6532030009441	-0.14799782970668	106.043791321001	not
I	237002	247001	theta_Watterson	15.6035095741501	-0.274833033258371	106.043791321001	not
I	238002	248001	theta_Watterson	12.9354027725697	-0.439935709030431	106.043791321001	not
I	239002	249001	theta_Watterson	10.4055024270646	-0.596486157547759	106.043791321001	not
I	240002	250001	theta_Watterson	10.4055024270646	-0.596486157547759	106.043791321001	not
I	241002	251001	theta_Watterson	10.2493101525133	-0.60615134877926	106.043791321001	not
I	242002	252001	theta_Watterson	8.8372001496779	-0.693532835837619	106.043791321001	not
I	243002	253001	theta_Watterson	7.42072599809121	-0.781184376791825	106.043791321001	not
I	244002	254001	theta_Watterson	6.76394605035502	-0.821825975808944	106.043791321001	not
I	245002	255001	theta_Watterson	8.01775583105911	-0.744240119957594	106.043791321001	not
I	246002	256001	theta_Watterson	9.88657367271531	-0.628597512995517	106.043791321001	not
I	247002	257001	theta_Watterson	9.25895229809619	-0.667434777028568	106.043791321001	not
I	248002	258001	theta_Watterson	10.6706881480146	-0.580076442584531	106.043791321001	not
I	249002	259001	theta_Watterson	11.45502741496	-0.531541462047364	106.043791321001	not
I	250002	260001	theta_Watterson	11.6118952683491	-0.52183446593993	106.043791321001	not
I	251002	261001	theta_Watterson	12.5524268098458	-0.463634294171263	106.043791321001	not
I	252002	262001	theta_Watterson	14.7485767572931	-0.327736348667195	106.043791321001	not
I	253002	263001	theta_Watterson	17.2596770553373	-0.172349248685459	106.043791321001	not
I	254002	264001	theta_Watterson	16.4739485296235	-0.22097019667335	106.043791321001	not
I	255002	265001	theta_Watterson	16.1603633858578	-0.240374872036205	106.043791321001	not
I	256002	266001	theta_Watterson	15.3746396306081	-0.288995524827375	106.043791321001	not
I	257002	267001	theta_Watterson	15.6918788239019	-0.269364736568992	106.043791321001	not
I	258002	268001	theta_Watterson	15.2212752637346	-0.298485724891292	106.043791321001	not
I	259002	269001	theta_Watterson	15.3781431171237	-0.288778728783859	106.043791321001	not
I	260002	270001	theta_Watterson	15.3781431171237	-0.288778728783859	106.043791321001	not
I	261002	271001	theta_Watterson	15.2214997554848	-0.298471833322699	106.043791321001	not
I	262002	272001	theta_Watterson	13.9673839807436	-0.376076624111091	106.043791321001	not
I	263002	273001	theta_Watterson	13.4955657767575	-0.405272774696192	106.043791321001	not
I	264002	274001	theta_Watterson	14.5937907115438	-0.337314522340841	106.043791321001	not
I	265002	275001	theta_Watterson	14.4370776917046	-0.347011937335043	106.043791321001	not
I	266002	276001	theta_Watterson	14.4370776917046	-0.347011937335043	106.043791321001	not
I	267002	277001	theta_Watterson	14.5904420585781	-0.337521737271126	106.043791321001	not
I	268002	278001	theta_Watterson	16.004468914484	-0.250021635181756	106.043791321001	not
I	269002	279001	theta_Watterson	15.3786774894116	-0.28874566178124	106.043791321001	not
I	270002	280001	theta_Watterson	15.8494310106417	-0.259615393855623	106.043791321001	not
I	271002	281001	theta_Watterson	15.2217351053351	-0.29845726985395	106.043791321001	not
I	272002	282001	theta_Watterson	14.2797009326291	-0.356750424569627	106.043791321001	not
I	273002	283001	theta_Watterson	13.34138471251	-0.414813512063063	106.043791321001	not
I	274002	284001	theta_Watterson	13.4997400353082	-0.4050144712221	106.043791321001	not
I	275002	285001	theta_Watterson	14.9110205276016	-0.317684314346623	106.043791321001	not
I	276002	286001	theta_Watterson	13.812945553878	-0.385633287098658	106.043791321001	not
I	277002	287001	theta_Watterson	14.2836239446286	-0.356507668253493	106.043791321001	not
I	278002	288001	theta_Watterson	12.3991431897222	-0.473119497619434	106.043791321001	not
I	279002	289001	theta_Watterson	14.1262843271571	-0.366243857162464	106.043791321001	not
I	280002	290001	theta_Watterson	15.0674163170123	-0.308006529598316	106.043791321001	not
I	281002	291001	theta_Watterson	14.4399449034559	-0.34683451402805	106.043791321001	not
I	282002	292001	theta_Watterson	16.0089230595764	-0.24974601230467	106.043791321001	not
I	283002	293001	theta_Watterson	17.5750109174311	-0.152836362483759	106.043791321001	not
I	284002	294001	theta_Watterson	18.8283911446553	-0.0752770874382732	106.043791321001	not
I	285002	295001	theta_Watterson	16.7893338422433	-0.201454126708727	106.043791321001	not
I	286002	296001	theta_Watterson	17.2599374024106	-0.172333138386427	106.043791321001	not
I	287002	297001	theta_Watterson	17.2600125328899	-0.172328489305975	106.043791321001	not
I	288002	298001	theta_Watterson	17.5735985785013	-0.152923758136837	106.043791321001	not
I	289002	299001	theta_Watterson	15.8447774525824	-0.259903356424056	106.043791321001	not
I	290002	300001	theta_Watterson	15.2172312084427	-0.298735971376654	106.043791321001	not
I	291002	301001	theta_Watterson	16.3153061821663	-0.23078699862462	106.043791321001	not
I	292002	302001	theta_Watterson	15.6884533925285	-0.26957670255367	106.043791321001	not
I	293002	303001	theta_Watterson	14.4332103412365	-0.347251249310878	106.043791321001	not
I	294002	304001	theta_Watterson	12.8644569767623	-0.444325840908077	106.043791321001	not
I	295002	305001	theta_Watterson	12.8642321851161	-0.444339751034258	106.043791321001	not
I	296002	306001	theta_Watterson	13.0212499995679	-0.434623475323508	106.043791321001	not
I	297002	307001	theta_Watterson	12.2367607715597	-0.483167735463992	106.043791321001	not
I	298002	308001	theta_Watterson	12.2367607715597	-0.483167735463992	106.043791321001	not
I	299002	309001	theta_Watterson	12.0798929181706	-0.492874731571425	106.043791321001	not
I	300002	310001	theta_Watterson	10.981817944447	-0.560823704323459	106.043791321001	not
I	301002	311001	theta_Watterson	11.4544473034432	-0.531577359397359	106.043791321001	not
I	302002	312001	theta_Watterson	11.1401705240829	-0.551024833229619	106.043791321001	not
I	303002	313001	theta_Watterson	10.1989634037483	-0.60926680987422	106.043791321001	not
I	304002	314001	theta_Watterson	10.5126991105265	-0.589852817659353	106.043791321001	not
I	305002	315001	theta_Watterson	10.5126991105265	-0.589852817659353	106.043791321001	not
I	306002	316001	theta_Watterson	11.7674919765764	-0.512206128403202	106.043791321001	not
I	307002	317001	theta_Watterson	14.1205097774128	-0.3666011867917	106.043791321001	not
I	308002	318001	theta_Watterson	13.6499062172455	-0.395722175114	106.043791321001	not
I	309002	319001	theta_Watterson	13.9638673176195	-0.376294235524257	106.043791321001	not
I	310002	320001	theta_Watterson	13.4946530162206	-0.405329256395834	106.043791321001	not
I	311002	321001	theta_Watterson	12.8674271802766	-0.444142044462027	106.043791321001	not
I	312002	322001	theta_Watterson	13.0239178600997	-0.434458387886931	106.043791321001	not
I	313002	323001	theta_Watterson	13.0244480483082	-0.434425579795506	106.043791321001	not
I	314002	324001	theta_Watterson	14.7500692661716	-0.327643992090874	106.043791321001	not
I	315002	325001	theta_Watterson	15.5344833637004	-0.279104381030842	106.043791321001	not
I	316002	326001	theta_Watterson	13.9658796603929	-0.376169711582312	106.043791321001	not
I	317002	327001	theta_Watterson	10.8285225926112	-0.570309633730981	106.043791321001	not
I	318002	328001	theta_Watterson	11.4617815897391	-0.531123513137673	106.043791321001	not
I	319002	329001	theta_Watterson	10.9940407876091	-0.560067353749182	106.043791321001	not
I	320002	330001	theta_Watterson	10.6790657831254	-0.579558033811456	106.043791321001	not
I	321002	331001	theta_Watterson	11.1475479279142	-0.550568318853179	106.043791321001	not
I	322002	332001	theta_Watterson	11.1475479279142	-0.550568318853179	106.043791321001	not
I	323002	333001	theta_Watterson	11.6176961304564	-0.521475508099439	106.043791321001	not
I	324002	334001	theta_Watterson	8.7939999388694	-0.696206068556105	106.043791321001	not
I	325002	335001	theta_Watterson	8.16743406818007	-0.734978017916222	106.043791321001	not
I	326002	336001	theta_Watterson	7.53988782404032	-0.77381063286882	106.043791321001	not
I	327002	337001	theta_Watterson	8.32490724025697	-0.725233564636912	106.043791321001	not
I	328002	338001	theta_Watterson	8.16270289472169	-0.735270783332156	106.043791321001	not
I	329002	339001	theta_Watterson	8.3170127846861	-0.725722074218966	106.043791321001	not
I	330002	340001	theta_Watterson	8.15999497023424	-0.735438349929715	106.043791321001	not
I	331002	341001	theta_Watterson	6.59116647528059	-0.832517590607366	106.043791321001	not
